Index1,Index2,Protein1,Protein2,score,InteractionType
5604,5864,SNX8,VPS29,768,Protein_Protein
1234,8336,WASL,DOCK1,773,Protein_Protein
1234,7802,WASL,NCKAP1,835,Protein_Protein
1234,8136,WASL,PACSIN1,879,Protein_Protein
1234,6817,WASL,BRK1,849,Protein_Protein
1234,8547,WASL,GSN,996,Protein_Protein
1234,2473,WASL,WASF2,916,Protein_Protein
1234,1554,WASL,RAC3,935,Protein_Protein
1234,4042,WASL,ARPC2,998,Protein_Protein
1234,6406,WASL,VIPR1,908,Protein_Protein
1234,3139,WASL,BIN1,914,Protein_Protein
1234,3302,WASL,DNMBP,951,Protein_Protein
1234,7007,WASL,ABI1,980,Protein_Protein
1234,3367,WASL,NCKIPSD,892,Protein_Protein
1234,3706,WASL,RAC2,957,Protein_Protein
1234,7700,WASL,SYNJ2,821,Protein_Protein
1234,2893,WASL,PACSIN3,869,Protein_Protein
1234,3450,WASL,DIAPH3,760,Protein_Protein
1234,7730,WASL,PACSIN2,949,Protein_Protein
1234,4354,WASL,CDC42,999,Protein_Protein
1234,2120,WASL,PSTPIP1,794,Protein_Protein
1234,7693,WASL,RHOJ,763,Protein_Protein
1234,655,WASL,FNBP1L,998,Protein_Protein
1234,8476,WASL,NCK2,959,Protein_Protein
1234,243,WASL,SNX9,970,Protein_Protein
1234,2818,WASL,DNM2,979,Protein_Protein
1234,2565,WASL,WIPF2,999,Protein_Protein
1234,2694,WASL,AMPH,888,Protein_Protein
1234,4604,WASL,ARPC1B,999,Protein_Protein
1234,1618,WASL,SRGAP3,867,Protein_Protein
1234,424,WASL,ACTA1,963,Protein_Protein
1234,794,WASL,EGFR,761,Protein_Protein
1234,1599,WASL,AKT1,947,Protein_Protein
1234,2265,WASL,ACTR3,999,Protein_Protein
1234,7120,WASL,ACTR3B,971,Protein_Protein
1234,6783,WASL,CRK,763,Protein_Protein
1234,5450,WASL,TRIP10,996,Protein_Protein
1234,5796,WASL,BAIAP2,965,Protein_Protein
1234,240,WASL,FNBP1,962,Protein_Protein
1234,4012,WASL,CTTN,999,Protein_Protein
1234,3100,WASL,HCLS1,997,Protein_Protein
1234,8468,WASL,FYN,854,Protein_Protein
1234,3871,WASL,ACTG1,978,Protein_Protein
1234,346,WASL,ARPC3,998,Protein_Protein
1234,3727,WASL,MYO1E,768,Protein_Protein
1234,5024,WASL,FSCN1,786,Protein_Protein
1234,6386,WASL,IQGAP1,912,Protein_Protein
1234,8635,WASL,ARPC4,994,Protein_Protein
1234,6263,WASL,FCHSD2,905,Protein_Protein
1234,1806,WASL,ABI2,949,Protein_Protein
1234,8588,WASL,WAS,919,Protein_Protein
1234,1245,WASL,NPHS1,992,Protein_Protein
1234,6486,WASL,ARPC5L,960,Protein_Protein
1234,5163,WASL,PTK2,858,Protein_Protein
1234,8694,WASL,PFN3,903,Protein_Protein
1234,1985,WASL,NCK1,999,Protein_Protein
1234,3860,WASL,SH3PXD2A,993,Protein_Protein
1234,2708,WASL,VASP,869,Protein_Protein
1234,5557,WASL,NEB,878,Protein_Protein
1234,501,WASL,SRC,927,Protein_Protein
1234,8527,WASL,HNRNPK,766,Protein_Protein
1234,6809,WASL,RHOQ,897,Protein_Protein
1234,4561,WASL,ACTR2,999,Protein_Protein
1234,6787,WASL,RHOV,759,Protein_Protein
1234,2980,WASL,ARPC1A,980,Protein_Protein
1234,5608,WASL,BAIAP2L1,936,Protein_Protein
1234,6853,WASL,ITSN1,999,Protein_Protein
1234,4601,WASL,SOS1,782,Protein_Protein
1234,2879,WASL,ACTR3C,968,Protein_Protein
1234,447,WASL,PFN1,965,Protein_Protein
1234,8597,WASL,SRGAP2,858,Protein_Protein
1234,7577,WASL,SH3YL1,900,Protein_Protein
1234,2948,WASL,ARPC5,993,Protein_Protein
1234,2559,WASL,VCL,984,Protein_Protein
1234,782,WASL,ACTB,979,Protein_Protein
1234,2653,WASL,CFL2,997,Protein_Protein
1234,7913,WASL,ITSN2,984,Protein_Protein
1234,6686,WASL,ARHGAP1,762,Protein_Protein
1234,4019,WASL,PFN4,921,Protein_Protein
1234,7598,WASL,WIPF1,999,Protein_Protein
1234,6170,WASL,WASF1,926,Protein_Protein
1234,3196,WASL,SCIN,936,Protein_Protein
1234,7366,WASL,RAC1,848,Protein_Protein
1234,2885,WASL,CFL1,997,Protein_Protein
1234,385,WASL,SYNJ1,844,Protein_Protein
1234,2697,WASL,CAV1,848,Protein_Protein
1234,3857,WASL,WIPF3,999,Protein_Protein
1234,1094,WASL,CYFIP2,826,Protein_Protein
1234,529,WASL,GRB2,999,Protein_Protein
8503,3,HYAL4,IDUA,916,Protein_Protein
8503,5957,HYAL4,GUSB,921,Protein_Protein
8503,8675,HYAL4,ARSB,910,Protein_Protein
3879,5349,AIMP2,TP53,767,Protein_Protein
3879,4559,AIMP2,KARS1,999,Protein_Protein
3879,45,AIMP2,PRKN,957,Protein_Protein
3879,4009,AIMP2,MARS1,999,Protein_Protein
3879,1862,AIMP2,FUBP1,892,Protein_Protein
3879,789,AIMP2,DARS1,999,Protein_Protein
3879,3020,AIMP2,QARS1,999,Protein_Protein
3879,3726,AIMP2,LARS1,995,Protein_Protein
3879,1099,AIMP2,RARS1,998,Protein_Protein
3879,3605,AIMP2,AARS1,888,Protein_Protein
3879,8514,AIMP2,AIMP1,999,Protein_Protein
3879,5784,AIMP2,LARS2,772,Protein_Protein
3879,7448,AIMP2,SDCBP,795,Protein_Protein
3879,1028,AIMP2,EEF1E1,999,Protein_Protein
3879,7060,AIMP2,EPRS1,999,Protein_Protein
3879,5756,AIMP2,MARS2,898,Protein_Protein
3879,6379,AIMP2,IARS1,994,Protein_Protein
3879,8123,AIMP2,RARS2,877,Protein_Protein
2288,8682,PCOLCE,COL6A1,779,Protein_Protein
2288,7305,PCOLCE,COL5A1,928,Protein_Protein
2288,1163,PCOLCE,COL5A2,857,Protein_Protein
2288,7499,PCOLCE,COL11A2,800,Protein_Protein
2288,6316,PCOLCE,COL6A2,833,Protein_Protein
2288,1437,PCOLCE,COL1A2,963,Protein_Protein
2288,3252,PCOLCE,BMP1,888,Protein_Protein
2288,7671,PCOLCE,NTSR1,771,Protein_Protein
2288,569,PCOLCE,BGN,829,Protein_Protein
2288,4088,PCOLCE,TLL2,917,Protein_Protein
2288,5640,PCOLCE,COL1A1,813,Protein_Protein
2288,8143,PCOLCE,COL3A1,976,Protein_Protein
2288,7122,PCOLCE,COL11A1,765,Protein_Protein
2288,3214,PCOLCE,THBS1,774,Protein_Protein
6948,1573,RBM28,NOB1,901,Protein_Protein
6948,1988,RBM28,DDX56,931,Protein_Protein
6948,6940,RBM28,NOC2L,973,Protein_Protein
6948,1948,RBM28,GNL3,860,Protein_Protein
6948,6802,RBM28,DDX31,763,Protein_Protein
6948,3887,RBM28,PPAN,829,Protein_Protein
6948,2000,RBM28,RBM19,867,Protein_Protein
6948,8253,RBM28,EXOSC10,800,Protein_Protein
6948,7512,RBM28,RPF2,969,Protein_Protein
6948,1111,RBM28,GNL3L,854,Protein_Protein
6948,985,RBM28,RPF1,856,Protein_Protein
6948,4864,RBM28,NOL10,892,Protein_Protein
6948,7814,RBM28,NSUN6,870,Protein_Protein
6948,681,RBM28,WDR43,854,Protein_Protein
6948,1611,RBM28,NOL6,882,Protein_Protein
6948,1236,RBM28,LTV1,864,Protein_Protein
6948,7484,RBM28,MPHOSPH10,925,Protein_Protein
6948,7944,RBM28,UTP25,757,Protein_Protein
6948,3965,RBM28,WDR3,913,Protein_Protein
6948,2973,RBM28,PWP1,880,Protein_Protein
6948,7214,RBM28,NOP2,990,Protein_Protein
6948,4259,RBM28,RRP1B,808,Protein_Protein
6948,8413,RBM28,UTP18,898,Protein_Protein
6948,7552,RBM28,NOP14,946,Protein_Protein
6948,7439,RBM28,EMG1,784,Protein_Protein
6948,676,RBM28,NOL12,794,Protein_Protein
6948,297,RBM28,DDX10,789,Protein_Protein
6948,2420,RBM28,IMP4,912,Protein_Protein
6948,3413,RBM28,NAT10,939,Protein_Protein
6948,8593,RBM28,GTPBP4,975,Protein_Protein
6948,2662,RBM28,NOC3L,883,Protein_Protein
6948,963,RBM28,RRP7A,771,Protein_Protein
6948,5870,RBM28,RCL1,786,Protein_Protein
6948,6892,RBM28,PPAN-P2RY11,843,Protein_Protein
6948,5243,RBM28,DDX24,959,Protein_Protein
6948,4292,RBM28,FTSJ3,927,Protein_Protein
6948,4117,RBM28,WDR12,917,Protein_Protein
6948,5093,RBM28,GRWD1,873,Protein_Protein
6948,5501,RBM28,RBM34,975,Protein_Protein
6948,757,RBM28,PAK1IP1,799,Protein_Protein
6948,2604,RBM28,PWP2,776,Protein_Protein
6948,553,RBM28,UTP3,945,Protein_Protein
6948,3767,RBM28,RRP9,890,Protein_Protein
6948,1820,RBM28,BRIX1,948,Protein_Protein
6948,5364,RBM28,NOM1,848,Protein_Protein
6948,601,RBM28,RSL24D1,829,Protein_Protein
6948,5151,RBM28,TBL3,941,Protein_Protein
6948,4646,RBM28,WDR36,929,Protein_Protein
6948,8212,RBM28,POLR3F,763,Protein_Protein
6948,6633,RBM28,PDCD11,976,Protein_Protein
6948,4880,RBM28,BMS1,986,Protein_Protein
6948,3453,RBM28,CEBPZ,984,Protein_Protein
6948,3266,RBM28,UTP11,869,Protein_Protein
6948,8699,RBM28,TSR1,848,Protein_Protein
6948,7408,RBM28,WDR74,800,Protein_Protein
6948,5670,RBM28,TWISTNB,834,Protein_Protein
6948,797,RBM28,UTP20,824,Protein_Protein
6948,2418,RBM28,RRS1,915,Protein_Protein
6948,6781,RBM28,TSR2,771,Protein_Protein
6948,8641,RBM28,RRP8,929,Protein_Protein
6948,7315,RBM28,SDAD1,935,Protein_Protein
6948,6047,RBM28,MRTO4,805,Protein_Protein
6948,7322,RBM28,UTP14A,916,Protein_Protein
6948,6235,RBM28,ESF1,914,Protein_Protein
6948,3398,RBM28,NOP58,917,Protein_Protein
6948,8676,RBM28,GNL1,775,Protein_Protein
6948,3140,RBM28,SURF6,895,Protein_Protein
6948,7355,RBM28,DDX47,813,Protein_Protein
6948,5362,RBM28,DHX15,797,Protein_Protein
6948,6983,RBM28,UTP23,845,Protein_Protein
6948,1655,RBM28,UTP14C,931,Protein_Protein
6948,3530,RBM28,WDR46,964,Protein_Protein
6948,2250,RBM28,MAK16,941,Protein_Protein
6948,5228,RBM28,KRR1,950,Protein_Protein
6948,6248,RBM28,NGDN,834,Protein_Protein
6948,8203,RBM28,RSL1D1,953,Protein_Protein
6948,3217,RBM28,DDX18,962,Protein_Protein
6948,801,RBM28,LSG1,899,Protein_Protein
6948,908,RBM28,BYSL,872,Protein_Protein
6948,450,RBM28,NVL,902,Protein_Protein
6948,5868,RBM28,BOP1,918,Protein_Protein
6948,3254,RBM28,EBNA1BP2,972,Protein_Protein
6948,1492,RBM28,GNL2,950,Protein_Protein
6948,4848,RBM28,DDX27,986,Protein_Protein
6948,2119,RBM28,DCAF13,896,Protein_Protein
6948,6460,RBM28,PUM3,972,Protein_Protein
6948,8079,RBM28,RRP15,919,Protein_Protein
6948,8187,RBM28,NOP56,945,Protein_Protein
6948,2432,RBM28,P2RY1,776,Protein_Protein
6948,2398,RBM28,RRP1,773,Protein_Protein
6948,478,RBM28,NIP7,938,Protein_Protein
6948,3043,RBM28,DDX52,824,Protein_Protein
6948,4183,RBM28,PES1,955,Protein_Protein
6948,7023,RBM28,UTP6,958,Protein_Protein
6948,3149,RBM28,NOP53,924,Protein_Protein
6948,4877,RBM28,NIFK,988,Protein_Protein
6948,2734,RBM28,PUS7,800,Protein_Protein
6948,1752,RBM28,FBL,770,Protein_Protein
6948,4097,RBM28,HEATR1,793,Protein_Protein
6948,5583,RBM28,UTP4,937,Protein_Protein
6948,8211,RBM28,P2RY11,776,Protein_Protein
6948,2716,RBM28,WDR75,829,Protein_Protein
6948,7251,RBM28,RRP12,977,Protein_Protein
6948,293,RBM28,DKC1,955,Protein_Protein
6948,2768,RBM28,DDX54,899,Protein_Protein
4755,2281,SERPINE1,MMP3,877,Protein_Protein
4755,1864,SERPINE1,VWF,817,Protein_Protein
4755,4625,SERPINE1,MMP7,787,Protein_Protein
4755,939,SERPINE1,PLAUR,994,Protein_Protein
4755,1824,SERPINE1,MMP9,801,Protein_Protein
4755,4979,SERPINE1,TIMP1,840,Protein_Protein
4755,7212,SERPINE1,PLAU,999,Protein_Protein
4755,3222,SERPINE1,SMAD7,803,Protein_Protein
4755,3987,SERPINE1,PROC,943,Protein_Protein
4755,1059,SERPINE1,RETNLB,767,Protein_Protein
4755,2960,SERPINE1,HGF,832,Protein_Protein
4755,7783,SERPINE1,VTN,999,Protein_Protein
4755,7612,SERPINE1,MMP2,755,Protein_Protein
4755,2821,SERPINE1,RETN,774,Protein_Protein
4755,7286,SERPINE1,PTGS2,815,Protein_Protein
4755,7540,SERPINE1,ORM1,795,Protein_Protein
4755,4649,SERPINE1,TGFB2,774,Protein_Protein
4755,3905,SERPINE1,F2,839,Protein_Protein
4755,2063,SERPINE1,CRP,793,Protein_Protein
4755,4184,SERPINE1,CPB2,774,Protein_Protein
4755,8454,SERPINE1,PLG,989,Protein_Protein
4755,3676,SERPINE1,A2M,804,Protein_Protein
4755,6444,SERPINE1,LRP1,988,Protein_Protein
4755,4003,SERPINE1,AGTR1,953,Protein_Protein
4755,6932,SERPINE1,LEP,851,Protein_Protein
4755,7377,SERPINE1,THBD,846,Protein_Protein
4755,818,SERPINE1,SERPINB2,958,Protein_Protein
4755,1781,SERPINE1,CLOCK,803,Protein_Protein
4755,4448,SERPINE1,INS,853,Protein_Protein
4755,8516,SERPINE1,IL1A,758,Protein_Protein
4755,8654,SERPINE1,F7,774,Protein_Protein
4755,5229,SERPINE1,VLDLR,890,Protein_Protein
4755,7154,SERPINE1,TNF,764,Protein_Protein
4755,8406,SERPINE1,REN,780,Protein_Protein
4755,3214,SERPINE1,THBS1,819,Protein_Protein
4755,7210,SERPINE1,MMP1,773,Protein_Protein
4755,4952,SERPINE1,EDN1,755,Protein_Protein
4755,5190,SERPINE1,ARNTL2,807,Protein_Protein
4755,4895,SERPINE1,SMAD4,873,Protein_Protein
4755,7146,SERPINE1,F3,902,Protein_Protein
4755,741,SERPINE1,IGF2,761,Protein_Protein
4755,6551,SERPINE1,ANXA2,790,Protein_Protein
4755,4343,SERPINE1,ADIPOQ,789,Protein_Protein
4755,1132,SERPINE1,IL6,849,Protein_Protein
4755,2295,SERPINE1,FN1,790,Protein_Protein
4755,596,SERPINE1,CCN2,819,Protein_Protein
4755,8864,SERPINE1,SMAD3,848,Protein_Protein
4755,823,SERPINE1,SERBP1,798,Protein_Protein
4755,7204,SERPINE1,TGFB1,798,Protein_Protein
4755,3460,SERPINE1,FGB,751,Protein_Protein
4755,1915,SERPINE1,CCL2,918,Protein_Protein
4755,3938,SERPINE1,SMAD2,846,Protein_Protein
4755,6399,SERPINE1,PLAT,999,Protein_Protein
8710,6696,MOGAT3,DGAT1,989,Protein_Protein
8710,5671,MOGAT3,MOGAT1,911,Protein_Protein
8710,318,MOGAT3,LPL,905,Protein_Protein
8710,8680,MOGAT3,MGLL,920,Protein_Protein
8710,4491,MOGAT3,PLPP4,926,Protein_Protein
8710,8381,MOGAT3,AGK,913,Protein_Protein
8710,4671,MOGAT3,DGAT2,910,Protein_Protein
8710,6638,MOGAT3,MOGAT2,913,Protein_Protein
8710,1798,MOGAT3,PLPP5,926,Protein_Protein
2370,8532,PLOD3,COL4A2,802,Protein_Protein
2370,1677,PLOD3,EHMT2,863,Protein_Protein
2370,3404,PLOD3,COL16A1,779,Protein_Protein
2370,8402,PLOD3,COL13A1,761,Protein_Protein
2370,412,PLOD3,PLOD2,948,Protein_Protein
2370,4439,PLOD3,COLGALT1,982,Protein_Protein
2370,1395,PLOD3,COL21A1,765,Protein_Protein
2370,1693,PLOD3,RAB3IP,775,Protein_Protein
2370,4027,PLOD3,COL17A1,778,Protein_Protein
2370,6466,PLOD3,CAMKMT,900,Protein_Protein
2370,7262,PLOD3,COL4A6,776,Protein_Protein
2370,4660,PLOD3,COL9A3,817,Protein_Protein
2370,5311,PLOD3,COL4A1,874,Protein_Protein
2370,8184,PLOD3,COL12A1,759,Protein_Protein
2370,1464,PLOD3,COL23A1,821,Protein_Protein
2370,876,PLOD3,COLGALT2,964,Protein_Protein
2370,3896,PLOD3,PLOD1,965,Protein_Protein
2370,7554,PLOD3,COL9A2,794,Protein_Protein
8096,1828,RPA3,DONSON,908,Protein_Protein
8096,814,RPA3,PRIM2,935,Protein_Protein
8096,7867,RPA3,SMARCAL1,996,Protein_Protein
8096,5232,RPA3,RAD52,998,Protein_Protein
8096,5692,RPA3,ATRIP,907,Protein_Protein
8096,2099,RPA3,STN1,997,Protein_Protein
8096,4449,RPA3,RFC2,859,Protein_Protein
8096,2225,RPA3,RPA1,999,Protein_Protein
8096,7986,RPA3,RFC5,866,Protein_Protein
8096,3550,RPA3,WRN,998,Protein_Protein
8096,8337,RPA3,TIMELESS,995,Protein_Protein
8096,542,RPA3,POLA2,931,Protein_Protein
8096,5264,RPA3,RFC4,912,Protein_Protein
8096,5294,RPA3,POLD3,951,Protein_Protein
8096,160,RPA3,RAD51,851,Protein_Protein
8096,397,RPA3,SSBP1,777,Protein_Protein
8096,5670,RPA3,TWISTNB,916,Protein_Protein
8096,5127,RPA3,GINS4,995,Protein_Protein
8096,8458,RPA3,XRCC6,790,Protein_Protein
8096,3124,RPA3,RPA4,999,Protein_Protein
8096,5461,RPA3,HELB,995,Protein_Protein
8096,2147,RPA3,MCM2,840,Protein_Protein
8096,6626,RPA3,TIPIN,997,Protein_Protein
8096,4837,RPA3,RFWD3,997,Protein_Protein
8096,5644,RPA3,POLA1,927,Protein_Protein
8096,3823,RPA3,RPA2,999,Protein_Protein
8096,5317,RPA3,XPA,900,Protein_Protein
8096,3847,RPA3,CLSPN,998,Protein_Protein
8096,1418,RPA3,ORC6,754,Protein_Protein
8096,8186,RPA3,CDC45,778,Protein_Protein
8096,6831,RPA3,RAD23B,756,Protein_Protein
8096,8296,RPA3,MCM3,831,Protein_Protein
8096,7984,RPA3,POLD1,980,Protein_Protein
8096,1596,RPA3,BRCA2,762,Protein_Protein
8096,7651,RPA3,PRIM1,968,Protein_Protein
8096,6056,RPA3,TOP3A,998,Protein_Protein
8096,1398,RPA3,PCNA,869,Protein_Protein
8096,6637,RPA3,FEN1,780,Protein_Protein
8096,8397,RPA3,RFC3,805,Protein_Protein
8096,643,RPA3,RAD17,828,Protein_Protein
8096,1581,RPA3,HUS1,751,Protein_Protein
8096,5428,RPA3,H4C6,758,Protein_Protein
8096,3889,RPA3,POLD2,970,Protein_Protein
8096,4629,RPA3,PRIMPOL,996,Protein_Protein
8096,8368,RPA3,RMI2,802,Protein_Protein
8096,1780,RPA3,RMI1,998,Protein_Protein
8096,6575,RPA3,CHEK1,817,Protein_Protein
8096,1199,RPA3,ERCC1,783,Protein_Protein
8096,4822,RPA3,BRCA1,836,Protein_Protein
8096,4237,RPA3,BLM,998,Protein_Protein
8096,3111,RPA3,EXO1,799,Protein_Protein
1164,5541,FIS1,BCL2L1,753,Protein_Protein
1164,3963,FIS1,DNM1L,999,Protein_Protein
1164,4052,FIS1,OPA1,915,Protein_Protein
1164,4025,FIS1,USP30,918,Protein_Protein
1164,1190,FIS1,MFF,989,Protein_Protein
1164,4609,FIS1,PEX11A,972,Protein_Protein
1164,247,FIS1,PEX19,848,Protein_Protein
1164,315,FIS1,BCL2,775,Protein_Protein
1164,4538,FIS1,TBC1D15,999,Protein_Protein
1164,4435,FIS1,BCAP31,996,Protein_Protein
1164,4352,FIS1,GDAP1,885,Protein_Protein
1164,45,FIS1,PRKN,849,Protein_Protein
1164,2556,FIS1,MIEF1,964,Protein_Protein
1164,6267,FIS1,CYCS,868,Protein_Protein
1164,3910,FIS1,DNM1,997,Protein_Protein
1164,1385,FIS1,TFAM,773,Protein_Protein
1164,2818,FIS1,DNM2,863,Protein_Protein
1164,8475,FIS1,PEX16,781,Protein_Protein
1164,5909,FIS1,TOMM20,809,Protein_Protein
1164,1291,FIS1,PEX11B,954,Protein_Protein
1164,7109,FIS1,VDAC1,959,Protein_Protein
1164,1038,FIS1,MIEF2,924,Protein_Protein
1164,6274,FIS1,MFN1,937,Protein_Protein
1164,63,FIS1,MARCHF5,965,Protein_Protein
1164,2752,FIS1,PINK1,931,Protein_Protein
1164,5355,FIS1,TBC1D17,996,Protein_Protein
1164,4208,FIS1,DENR,995,Protein_Protein
1164,300,FIS1,PEX3,816,Protein_Protein
1164,4460,FIS1,MFN2,988,Protein_Protein
1164,369,FIS1,RMDN3,825,Protein_Protein
1164,6708,FIS1,VAPB,792,Protein_Protein
6885,7013,GLCCI1,DYRK1A,772,Protein_Protein
6468,2640,MYL10,PPP1R12C,798,Protein_Protein
6468,6396,MYL10,MYLK2,752,Protein_Protein
6468,2511,MYL10,MYH10,810,Protein_Protein
6468,7111,MYL10,ROCK1,911,Protein_Protein
6468,4357,MYL10,MYH9,796,Protein_Protein
6468,782,MYL10,ACTB,917,Protein_Protein
6468,3424,MYL10,MYH11,794,Protein_Protein
6468,3871,MYL10,ACTG1,917,Protein_Protein
6468,5365,MYL10,ROCK2,913,Protein_Protein
4212,5684,CEP41,MEST,877,Protein_Protein
4212,111,CEP41,TTLL6,860,Protein_Protein
4212,6533,CEP41,PLK1,809,Protein_Protein
5684,2693,MEST,ZIM2,821,Protein_Protein
5684,4212,MEST,CEP41,877,Protein_Protein
5684,463,MEST,SNRPN,804,Protein_Protein
5684,5772,MEST,DLK1,779,Protein_Protein
5684,3053,MEST,GRB10,906,Protein_Protein
5684,3557,MEST,PEG3,912,Protein_Protein
5684,2802,MEST,PEG10,865,Protein_Protein
5684,7773,MEST,PLAGL1,871,Protein_Protein
5684,6490,MEST,ZFP57,764,Protein_Protein
5684,5499,MEST,COPG2,909,Protein_Protein
7428,5200,YAE1,ABCE1,913,Protein_Protein
7428,8763,YAE1,LTO1,948,Protein_Protein
7428,1850,YAE1,FTCDNL1,751,Protein_Protein
8111,2677,PSMA2,PSMD7,999,Protein_Protein
8111,326,PSMA2,CCT4,843,Protein_Protein
8111,4891,PSMA2,PSMB1,999,Protein_Protein
8111,1080,PSMA2,SKP1,823,Protein_Protein
8111,6552,PSMA2,VBP1,773,Protein_Protein
8111,7948,PSMA2,CCT7,768,Protein_Protein
8111,2454,PSMA2,PSMA8,996,Protein_Protein
8111,6257,PSMA2,PSMD12,999,Protein_Protein
8111,3113,PSMA2,RPS27A,975,Protein_Protein
8111,4028,PSMA2,PSMA6,999,Protein_Protein
8111,280,PSMA2,PSMD13,999,Protein_Protein
8111,2743,PSMA2,PSMD5,758,Protein_Protein
8111,564,PSMA2,PSMA5,999,Protein_Protein
8111,2278,PSMA2,AKIRIN2,932,Protein_Protein
8111,5314,PSMA2,KATNAL2,817,Protein_Protein
8111,5867,PSMA2,PSMA4,999,Protein_Protein
8111,5586,PSMA2,PSMD2,999,Protein_Protein
8111,2020,PSMA2,PSMD1,999,Protein_Protein
8111,7832,PSMA2,PSMB8,999,Protein_Protein
8111,6013,PSMA2,PSMC1,999,Protein_Protein
8111,5411,PSMA2,PSMD14,999,Protein_Protein
8111,8113,PSMA2,PSMB9,999,Protein_Protein
8111,1517,PSMA2,EIF3I,795,Protein_Protein
8111,3757,PSMA2,PSMB2,999,Protein_Protein
8111,6579,PSMA2,NEDD8,828,Protein_Protein
8111,2091,PSMA2,PSMB3,999,Protein_Protein
8111,650,PSMA2,PSMC6,999,Protein_Protein
8111,6168,PSMA2,PSME2,994,Protein_Protein
8111,5673,PSMA2,PSMG3,787,Protein_Protein
8111,1445,PSMA2,CCT8,845,Protein_Protein
8111,7996,PSMA2,UBC,945,Protein_Protein
8111,837,PSMA2,PSMD8,999,Protein_Protein
8111,1453,PSMA2,PSMA3,999,Protein_Protein
8111,2579,PSMA2,PSMG1,837,Protein_Protein
8111,6770,PSMA2,POMP,995,Protein_Protein
8111,7526,PSMA2,DESI1,994,Protein_Protein
8111,5050,PSMA2,PSME4,998,Protein_Protein
8111,7185,PSMA2,PSMC4,999,Protein_Protein
8111,3599,PSMA2,PSMC3,999,Protein_Protein
8111,388,PSMA2,PSMC5,999,Protein_Protein
8111,6985,PSMA2,UBA52,931,Protein_Protein
8111,6894,PSMA2,PSMD11,999,Protein_Protein
8111,2331,PSMA2,PSMG2,954,Protein_Protein
8111,5632,PSMA2,UBB,967,Protein_Protein
8111,5010,PSMA2,UBE2V2,826,Protein_Protein
8111,6735,PSMA2,PSMB10,999,Protein_Protein
8111,5497,PSMA2,RBX1,806,Protein_Protein
8111,4417,PSMA2,PSMD4,999,Protein_Protein
8111,3227,PSMA2,PSMC2,999,Protein_Protein
8111,122,PSMA2,PSMA7,999,Protein_Protein
8111,7055,PSMA2,PSMD3,999,Protein_Protein
8111,7518,PSMA2,USP14,997,Protein_Protein
8111,4329,PSMA2,PSMD6,999,Protein_Protein
8111,4860,PSMA2,PSMB4,999,Protein_Protein
8111,6217,PSMA2,PSMB5,999,Protein_Protein
8111,8201,PSMA2,PSMF1,978,Protein_Protein
8111,3979,PSMA2,UCHL5,998,Protein_Protein
8111,7872,PSMA2,PSMB11,895,Protein_Protein
8111,7084,PSMA2,PSMB7,999,Protein_Protein
8111,2553,PSMA2,CUL1,802,Protein_Protein
8111,4023,PSMA2,PSMA1,999,Protein_Protein
8111,7600,PSMA2,FBXW7,785,Protein_Protein
8111,45,PSMA2,PRKN,795,Protein_Protein
8111,5941,PSMA2,ADRM1,972,Protein_Protein
8111,8037,PSMA2,ECPAS,832,Protein_Protein
8111,1241,PSMA2,PSMB6,999,Protein_Protein
8111,6875,PSMA2,PSME3,860,Protein_Protein
8111,4426,PSMA2,VCP,859,Protein_Protein
8111,2543,PSMA2,HSP90AB1,761,Protein_Protein
8111,677,PSMA2,PSME1,992,Protein_Protein
516,768,MRPL32,PEBP1,793,Protein_Protein
516,7338,MRPL32,EIF1AX,811,Protein_Protein
516,249,MRPL32,GFM1,984,Protein_Protein
516,7646,MRPL32,MRPL43,989,Protein_Protein
516,2724,MRPL32,MTERF4,850,Protein_Protein
516,6151,MRPL32,MRPS18B,856,Protein_Protein
516,6878,MRPL32,HMGN2,902,Protein_Protein
516,3580,MRPL32,EEF2,923,Protein_Protein
516,3056,MRPL32,EIF5AL1,939,Protein_Protein
516,6326,MRPL32,TSFM,948,Protein_Protein
516,8706,MRPL32,MRPL46,996,Protein_Protein
516,7807,MRPL32,MRPL42,979,Protein_Protein
516,2911,MRPL32,MRPL48,844,Protein_Protein
516,8760,MRPL32,DICER1,815,Protein_Protein
516,2320,MRPL32,MRPS15,998,Protein_Protein
516,3720,MRPL32,RPS29,956,Protein_Protein
516,2886,MRPL32,HMGN1,906,Protein_Protein
516,4651,MRPL32,SEC61A2,764,Protein_Protein
516,6099,MRPL32,MRPS14,997,Protein_Protein
516,4132,MRPL32,MRPL47,998,Protein_Protein
516,5552,MRPL32,MRPS7,993,Protein_Protein
516,4480,MRPL32,FANCE,967,Protein_Protein
516,1035,MRPL32,RPS11,997,Protein_Protein
516,3787,MRPL32,ENSP00000387111,867,Protein_Protein
516,7364,MRPL32,MRNIP,969,Protein_Protein
516,1619,MRPL32,CHCHD1,878,Protein_Protein
516,8144,MRPL32,H3BN98_HUMAN,826,Protein_Protein
516,7164,MRPL32,SRP54,938,Protein_Protein
516,2933,MRPL32,MRPL34,991,Protein_Protein
516,139,MRPL32,HSPBP1,874,Protein_Protein
516,5197,MRPL32,SOD2-2,798,Protein_Protein
516,1170,MRPL32,MRPS18C,973,Protein_Protein
516,3099,MRPL32,LOC107987373,880,Protein_Protein
516,512,MRPL32,MRPL23,995,Protein_Protein
